Solidity-File;Contract-Name;Function-Name;SLOC;Avg-Assignment;Avg-blank-lines;Avg-commas;Avg-comments;Avg-comparisons;Avg-Identifiers-Length;Avg-conditionals;Avg-indentation-length;Avg-keywords;Avg-line-length;Avg-loops;Avg-number-of-identifiers;Avg-numbers;Avg-operators;Avg-parenthesis;Avg-periods;Avg-spaces;Max-Identifiers-Length;Max-indentation;Max-keywords;Max-line-length;Max-number-of-identifiers;Max-numbers;Max-char;Max-words
10726.sol;SafeMath;add;5;0,2;0,0;0,4;0,0;0,4;2,0;0,0;6,4;0,4;32,0;0,0;1,2;0,0;0,2;1,6;0,0;10,2;7;8;2;72;6;0;10;2
10726.sol;SafeMath;sub;4;0,0;0,0;0,5;0,0;0,5;2,2;0,0;6,0;0,5;34,75;0,0;1,25;0,0;0,25;2,0;0,0;10,0;7;8;2;72;5;0;11;2
10726.sol;MultiSig;getAllScripts;7;0,42857142857142855;0,0;0,42857142857142855;0,0;0,2857142857142857;7,368421052631579;0,0;10,857142857142858;0,2857142857142857;61,0;0,14285714285714285;2,7142857142857144;0,5714285714285714;0,7142857142857143;2,0;0,42857142857142855;15,857142857142858;15;28;2;101;19;4;40;6
10726.sol;MultiSig;getAllSignersCount;3;0,0;0,0;0,0;0,0;0,0;10,0;0,0;5,333333333333333;0,6666666666666666;39,333333333333336;0,0;0,3333333333333333;0,0;0,0;2,0;0,3333333333333333;8,0;10;8;2;80;1;0;12;1
10726.sol;SafeMath;mul;5;0,2;0,0;0,4;0,0;0,8;1,75;0,0;6,4;0,4;34,8;0,0;1,6;0,4;0,4;1,6;0,0;11,4;7;8;2;72;8;2;11;3
10726.sol;MultiSig;cancelScript;10;0,2;0,2;0,2;0,0;0,6;8,571428571428571;0,0;8,0;0,1;53,0;0,0;1,4;0,0;0,0;1,2;0,7;9,2;15;16;1;88;14;0;35;3
10726.sol;MultiSig;sign;23;0,17391304347826086;0,17391304347826086;0,17391304347826086;0,0;0,2608695652173913;8,0;0,08695652173913043;8,666666666666666;0,043478260869565216;46,77777777777778;0,0;1,3478260869565217;0,17391304347826086;0,0;1,3043478260869565;0,9565217391304348;9,304347826086957;15;16;1;89;31;4;69;10
10726.sol;MultiSig;execute;18;0,2777777777777778;0,1111111111111111;0,2222222222222222;0,0;0,1111111111111111;8,8;0,05555555555555555;8,307692307692308;0,05555555555555555;45,61538461538461;0,0;1,1111111111111112;0,0;0,0;1,4444444444444444;0,4444444444444444;9,5;14;12;1;94;20;0;54;4
10726.sol;SafeMath;div;6;0,16666666666666666;0,0;0,3333333333333333;0,0;0,16666666666666666;2,2;0,0;6,4;0,3333333333333333;31,4;0,0;0,8333333333333334;0,3333333333333333;0,16666666666666666;1,3333333333333333;0,0;10,5;7;8;2;72;5;2;10;2
10726.sol;MultiSig;getScriptsCount;3;0,0;0,0;0,0;0,0;0,0;15,0;0,0;5,333333333333333;0,6666666666666666;39,0;0,0;0,3333333333333333;0,0;0,0;2,0;0,3333333333333333;8,0;15;8;2;74;1;0;12;1
10726.sol;StabilityBoardProxy;checkQuorum;3;0,3333333333333333;0,0;0,0;0,0;0,3333333333333333;12,666666666666666;0,0;5,333333333333333;0,6666666666666666;48,333333333333336;0,0;1,0;0,6666666666666666;0,3333333333333333;2,0;0,0;10,0;18;8;2;82;3;2;12;1
10726.sol;MultiSig;addSigners;12;0,25;0,0;0,16666666666666666;0,0;0,25;5,681818181818182;0,08333333333333333;11,333333333333334;0,08333333333333333;41,083333333333336;0,08333333333333333;1,8333333333333333;0,3333333333333333;0,3333333333333333;2,0;0,25;13,916666666666666;18;16;1;80;22;4;36;7
10726.sol;MultiSig;getAllSigners;6;0,5;0,0;0,3333333333333333;0,0;0,3333333333333333;6,529411764705882;0,0;8,0;0,3333333333333333;58,833333333333336;0,16666666666666666;2,8333333333333335;1,3333333333333333;0,8333333333333334;2,0;0,16666666666666666;14,5;13;12;2;100;17;8;26;6
10726.sol;SafeMath;roundedDiv;8;0,125;0,0;0,25;0,0;0,375;1,6666666666666667;0,125;7,5;0,25;26,875;0,0;1,125;0,5;0,625;1,5;0,0;11,625;7;12;2;73;9;4;11;4
10726.sol;MultiSig;removeSigners;11;0,18181818181818182;0,0;0,18181818181818182;0,0;0,36363636363636365;6,611111111111111;0,09090909090909091;10,909090909090908;0,09090909090909091;41,18181818181818;0,09090909090909091;1,6363636363636365;0,36363636363636365;0,36363636363636365;1,8181818181818181;0,18181818181818182;13,636363636363637;18;16;1;79;18;4;33;5
