Solidity-File;Contract-Name;Function-Name;SLOC;Avg-Assignment;Avg-blank-lines;Avg-commas;Avg-comments;Avg-comparisons;Avg-Identifiers-Length;Avg-conditionals;Avg-indentation-length;Avg-keywords;Avg-line-length;Avg-loops;Avg-number-of-identifiers;Avg-numbers;Avg-operators;Avg-parenthesis;Avg-periods;Avg-spaces;Max-Identifiers-Length;Max-indentation;Max-keywords;Max-line-length;Max-number-of-identifiers;Max-numbers;Max-char;Max-words
1155.sol;ZethrBankroll;();6;0,0;0,16666666666666666;0,0;0,0;0,0;0,0;0,0;5,6;0,3333333333333333;10,6;0,0;0,0;0,0;0,0;0,6666666666666666;0,0;4,666666666666667;0;8;2;15;0;0;2;0
1155.sol;ZethrBankroll;validRequirement;8;0,0;0,0;0,125;0,0;0,75;8,75;0,125;9,0;0,0;30,0;0,0;1,0;0,5;0,0;1,0;0,0;11,5;15;12;0;64;8;4;16;3
1155.sol;ZethrBankroll;contractTokenWithdraw;6;0,0;0,0;0,3333333333333333;0,0;0,0;8,0;0,0;6,166666666666667;0,16666666666666666;35,666666666666664;0,0;1,5;0,0;0,0;2,0;0,5;7,166666666666667;21;8;1;71;9;0;18;2
1155.sol;ZTHInterface;transferFrom;1;0,0;0,0;2,0;0,0;0,0;0,0;0,0;8,0;1,0;109,0;0,0;0,0;0,0;0,0;4,0;0,0;17,0;0;8;1;109;0;0;9;0
1155.sol;ZethrBankroll;receiveDividends;11;0,2727272727272727;0,0;0,18181818181818182;0,0;0,09090909090909091;10,2;0,18181818181818182;7,636363636363637;0,18181818181818182;35,18181818181818;0,0;0,9090909090909091;0,5454545454545454;0,0;2,3636363636363638;0,45454545454545453;9,545454545454545;14;10;2;83;10;6;32;3
1155.sol;ZethrBankroll;fromHex;10;0,4;0,0;0,0;0,1;0,2;2,9375;0,0;8,8;0,2;38,2;0,1;1,6;1,8;1,0;2,6;0,3;12,2;11;20;2;60;16;18;24;5
1155.sol;ZethrBankroll;notConfirmed;5;0,0;0,0;0,2;0,0;0,0;7,6;0,2;7,2;0,0;29,2;0,0;1,0;0,0;0,0;1,6;0,0;8,4;13;12;0;62;5;0;11;1
1155.sol;ZethrBankroll;getConfirmationCount;9;0,1111111111111111;0,0;0,0;0,0;0,1111111111111111;5,75;0,1111111111111111;8,0;0,2222222222222222;27,555555555555557;0,1111111111111111;0,8888888888888888;0,4444444444444444;0,3333333333333333;1,1111111111111112;0,1111111111111111;9,222222222222221;13;16;2;56;8;4;22;3
1155.sol;ZethrBankroll;changeDivCardAddress;6;0,16666666666666666;0,0;0,0;0,0;0,0;13,666666666666666;0,0;6,0;0,16666666666666666;24,333333333333332;0,0;0,5;0,0;0,0;0,6666666666666666;0,0;6,666666666666667;18;8;1;61;3;0;15;1
1155.sol;ZethrBankroll;submitTransaction;7;0,14285714285714285;0,0;0,5714285714285714;0,0;0,0;11,142857142857142;0,0;6,285714285714286;0,14285714285714285;34,57142857142857;0,0;1,0;0,0;0,0;1,4285714285714286;0,0;8,0;18;8;1;75;7;0;22;2
1155.sol;ZethrBankroll;isAnOwner;6;0,16666666666666666;0,0;0,0;0,0;0,0;4,6;0,16666666666666666;7,333333333333333;0,0;21,166666666666668;0,0;0,8333333333333334;0,0;0,0;1,3333333333333333;0,16666666666666666;8,333333333333334;7;12;0;36;5;0;10;1
1155.sol;SafeMath;div;6;0,16666666666666666;0,0;0,16666666666666666;0,3333333333333333;0,0;1,0;0,0;6,0;0,3333333333333333;27,0;0,0;0,5;0,0;0,16666666666666666;1,0;0,0;6,5;1;8;2;63;3;0;17;1
1155.sol;ZethrBankroll;addZethrAddresses;8;0,375;0,0;0,125;0,0;0,0;10,0;0,0;6,5;0,125;27,125;0,0;1,0;0,0;0,0;0,75;0,0;8,0;14;8;1;65;8;0;20;2
1155.sol;ZethrBankroll;whiteListContract;12;0,16666666666666666;0,0;0,0;0,08333333333333333;0,0;15,538461538461538;0,0;6,909090909090909;0,08333333333333333;34,0;0,0;1,0833333333333333;0,16666666666666666;0,0;1,0;0,08333333333333333;6,916666666666667;24;8;1;55;13;2;45;6
1155.sol;ZethrBankroll;isConfirmed;13;0,15384615384615385;0,0;0,0;0,0;0,23076923076923078;5,9;0,15384615384615385;8,923076923076923;0,15384615384615385;25,307692307692307;0,07692307692307693;0,7692307692307693;0,46153846153846156;0,23076923076923078;1,0769230769230769;0,07692307692307693;10,307692307692308;13;16;2;56;10;6;22;3
1155.sol;ZethrBankroll;devTokenWithdraw;13;0,15384615384615385;0,23076923076923078;0,23076923076923078;0,0;0,07692307692307693;8,058823529411764;0,0;7,2;0,07692307692307693;35,7;0,07692307692307693;1,3076923076923077;0,15384615384615385;0,15384615384615385;1,3846153846153846;0,3076923076923077;6,6923076923076925;26;12;1;67;17;2;24;3
