Solidity-File;Contract-Name;Function-Name;SLOC;Avg-Assignment;Avg-blank-lines;Avg-commas;Avg-comments;Avg-comparisons;Avg-Identifiers-Length;Avg-conditionals;Avg-indentation-length;Avg-keywords;Avg-line-length;Avg-loops;Avg-number-of-identifiers;Avg-numbers;Avg-operators;Avg-parenthesis;Avg-periods;Avg-spaces;Max-Identifiers-Length;Max-indentation;Max-keywords;Max-line-length;Max-number-of-identifiers;Max-numbers;Max-char;Max-words
7334.sol;Crowdsale;();3;0,0;0,0;0,0;0,0;0,0;6,0;0,0;2,6666666666666665;0,6666666666666666;20,333333333333332;0,0;0,6666666666666666;0,0;0,0;2,0;0,3333333333333333;4,0;9;4;2;32;2;0;6;1
7334.sol;KYCToken;removeManager;4;0,25;0,0;0,0;0,0;0,0;9,4;0,0;6,0;0,25;35,75;0,0;1,25;0,0;0,0;1,5;0,0;8,0;14;8;1;65;5;0;16;2
7334.sol;EDUToken;transferFrom;3;0,0;0,0;1,3333333333333333;0,0;0,0;6,5;0,0;5,333333333333333;0,3333333333333333;58,333333333333336;0,0;2,0;0,0;0,0;3,3333333333333335;0,3333333333333333;10,0;15;8;1;116;6;0;17;2
7334.sol;ERC827Token;decreaseApprovalAndCall;10;0,1;0,3;0,3;0,0;0,0;7,1;0,0;3,3333333333333335;0,2;47,333333333333336;0,0;1,0;0,0;0,0;1,8;0,4;4,0;16;4;2;120;10;0;32;3
7334.sol;EDUCrowdsale;_getVolumeBonus;6;0,0;0,0;0,16666666666666666;0,0;0,3333333333333333;9,75;0,16666666666666666;7,333333333333333;0,3333333333333333;39,333333333333336;0,0;0,6666666666666666;1,0;0,0;2,6666666666666665;0,5;9,833333333333334;12;12;2;104;4;6;16;2
7334.sol;EDUCrowdsale;changeWallet;5;0,4;0,0;0,0;0,0;0,0;8,0;0,0;6,4;0,2;34,0;0,0;1,4;0,4;0,0;2,0;0,0;8,4;13;8;1;63;7;2;17;3
7334.sol;SafeMath;div;6;0,0;0,0;0,16666666666666666;0,0;0,0;1,0;0,0;2,6666666666666665;0,3333333333333333;30,0;0,0;0,3333333333333333;0,0;0,16666666666666666;1,0;0,0;5,833333333333333;1;4;2;70;2;0;9;1
7334.sol;Ownable;Ownable;3;0,3333333333333333;0,0;0,0;0,0;0,0;4,0;0,0;2,6666666666666665;0,3333333333333333;18,333333333333332;0,0;0,6666666666666666;0,0;0,0;1,3333333333333333;0,3333333333333333;4,333333333333333;5;4;1;29;2;0;5;1
7334.sol;EDUCrowdsale;_deliverTokens;7;0,0;0,0;0,7142857142857143;0,0;0,0;10,1;0,14285714285714285;8,0;0,14285714285714285;44,42857142857143;0,0;1,4285714285714286;0,0;0,0;2,2857142857142856;0,42857142857142855;10,0;12;12;1;82;10;0;32;3
7334.sol;Crowdsale;Crowdsale;9;0,5555555555555556;0,1111111111111111;0,2222222222222222;0,0;0,1111111111111111;6,0;0,0;3,5;0,1111111111111111;28,375;0,0;1,3333333333333333;0,6666666666666666;0,0;1,5555555555555556;0,0;5,333333333333333;7;4;1;75;12;6;22;3
7334.sol;SafeMath;add;5;0,2;0,0;0,2;0,0;0,4;1,7142857142857142;0,0;3,2;0,4;24,2;0,0;1,4;0,0;0,2;1,6;0,0;6,6;6;4;2;72;7;0;9;3
7334.sol;TimedCrowdsale;hasClosed;4;0,0;0,0;0,0;0,0;0,25;8,0;0,0;2,6666666666666665;0,5;31,666666666666668;0,0;0,5;0,0;0,0;1,5;0,25;5,5;11;4;2;51;2;0;6;1
7334.sol;EDUCrowdsale;_getTokenAmount;6;0,3333333333333333;0,0;0,16666666666666666;0,0;0,0;11,714285714285714;0,0;6,0;0,3333333333333333;44,666666666666664;0,0;1,1666666666666667;0,0;0,0;2,3333333333333335;0,3333333333333333;8,333333333333334;15;8;2;80;7;0;23;2
7334.sol;CappedCrowdsale;_preValidatePurchase;4;0,0;0,0;0,5;0,0;0,5;8,0;0,0;3,0;0,25;47,5;0,0;1,75;0,0;0,0;2,5;0,5;5,25;12;4;1;84;7;0;20;2
7334.sol;StandardToken;allowance;3;0,0;0,0;0,3333333333333333;0,0;0,0;7,0;0,0;2,6666666666666665;0,6666666666666666;42,0;0,0;1,0;0,0;0,0;2,0;0,0;6,0;8;4;2;86;3;0;13;1
7334.sol;Crowdsale;_postValidatePurchase;3;0,0;0,0;0,3333333333333333;0,0;0,0;0,0;0,0;2,0;0,3333333333333333;44,0;0,0;0,0;0,0;0,0;1,3333333333333333;0,0;5,0;0;2;1;85;0;0;7;0
7334.sol;EDUToken;transfer;3;0,0;0,0;0,6666666666666666;0,0;0,0;6,4;0,0;5,333333333333333;0,3333333333333333;50,0;0,0;1,6666666666666667;0,0;0,0;3,3333333333333335;0,6666666666666666;9,0;15;8;1;102;5;0;12;1
7334.sol;Certifiable;updateCertifier;6;0,3333333333333333;0,0;0,0;0,0;0,0;9,25;0,0;6,666666666666667;0,16666666666666666;38,833333333333336;0,0;1,3333333333333333;0,3333333333333333;0,0;2,3333333333333335;0,0;9,0;16;8;1;88;8;2;24;3
7334.sol;Ownable;transferOwnership;5;0,4;0,0;0,2;0,0;0,0;8,75;0,0;3,2;0,2;34,4;0,0;1,6;0,4;0,0;2,0;0,0;5,4;20;4;1;65;8;2;21;3
7334.sol;ERC827Token;approveAndCall;10;0,1;0,3;0,3;0,0;0,0;6,1;0,0;3,3333333333333335;0,2;41,5;0,0;1,0;0,0;0,0;1,8;0,4;4,0;8;4;2;104;10;0;26;3
7334.sol;ERC827Token;increaseApprovalAndCall;10;0,1;0,3;0,3;0,0;0,0;6,6;0,0;3,3333333333333335;0,2;45,666666666666664;0,0;1,0;0,0;0,0;1,8;0,4;4,0;11;4;2;115;10;0;30;3
7334.sol;BasicToken;balanceOf;3;0,0;0,0;0,0;0,0;0,0;7,0;0,0;2,6666666666666665;0,6666666666666666;33,0;0,0;0,6666666666666666;0,0;0,0;2,0;0,0;5,333333333333333;8;4;2;68;2;0;9;1
7334.sol;KYCToken;isKnownCustomer;7;0,14285714285714285;0,0;0,0;0,0;0,0;7,9;0,14285714285714285;7,428571428571429;0,0;31,428571428571427;0,0;1,4285714285714286;0,0;0,0;1,7142857142857142;0,14285714285714285;8,714285714285714;10;12;0;72;10;0;18;4
7334.sol;SafeMath;sub;4;0,0;0,0;0,25;0,0;0,5;2,0;0,0;3,0;0,5;27,25;0,0;1,25;0,0;0,25;2,0;0,0;6,5;6;4;2;70;5;0;9;2
7334.sol;TimedCrowdsale;TimedCrowdsale;8;0,25;0,125;0,125;0,0;0,5;10,1;0,0;3,3333333333333335;0,125;38,333333333333336;0,0;1,25;0,0;0,0;1,0;0,125;4,875;12;4;1;78;10;0;26;3
7334.sol;SafeMath;mul;8;0,125;0,0;0,125;0,0;0,5;1,5555555555555556;0,125;3,75;0,25;20,25;0,0;1,125;0,5;0,25;1,5;0,0;6,75;6;6;2;72;9;4;10;3
7334.sol;EDUToken;delayedTransferFrom;4;0,25;0,0;1,0;0,0;0,0;8,142857142857142;0,0;6,0;0,25;50,75;0,0;1,75;0,0;0,0;2,0;0,0;9,75;12;8;1;119;7;0;16;2
7334.sol;BurnableToken;_burn;10;0,2;0,1;0,4;0,0;0,2;6,5;0,0;3,4285714285714284;0,1;37,42857142857143;0,0;1,8;0,2;0,0;1,6;0,2;5,1;12;4;1;57;18;2;18;5
7334.sol;KYCToken;addManager;4;0,25;0,0;0,0;0,0;0,0;9,0;0,0;6,0;0,25;34,25;0,0;1,25;0,0;0,0;1,5;0,0;8,0;12;8;1;62;5;0;13;2
7334.sol;Crowdsale;_forwardFunds;3;0,0;0,0;0,0;0,0;0,0;4,5;0,0;2,6666666666666665;0,3333333333333333;23,666666666666668;0,0;0,6666666666666666;0,0;0,0;2,0;0,6666666666666666;3,6666666666666665;6;4;1;37;2;0;6;1
7334.sol;Crowdsale;_processPurchase;3;0,0;0,0;0,6666666666666666;0,0;0,0;12,666666666666666;0,0;2,6666666666666665;0,3333333333333333;44,0;0,0;1,0;0,0;0,0;2,0;0,0;5,0;14;4;1;82;3;0;13;1
7334.sol;TimedCrowdsale;onlyWhileOpen;5;0,0;0,0;0,0;0,0;0,8;6,666666666666667;0,0;3,0;0,0;28,25;0,0;1,2;0,0;0,0;0,8;0,4;5,0;11;4;0;78;6;0;10;2
7334.sol;ERC827Token;transferAndCall;9;0,1111111111111111;0,2222222222222222;0,3333333333333333;0,0;0,0;4,6;0,0;3,3333333333333335;0,2222222222222222;38,5;0,0;1,1111111111111112;0,0;0,0;2,0;0,4444444444444444;4,444444444444445;7;4;2;100;10;0;18;3
7334.sol;EDUToken;increaseApproval;3;0,0;0,0;0,6666666666666666;0,0;0,0;9,4;0,0;5,333333333333333;0,3333333333333333;63,0;0,0;1,6666666666666667;0,0;0,0;3,3333333333333335;0,3333333333333333;9,333333333333334;15;8;1;123;5;0;20;2
7334.sol;Crowdsale;buyTokens;24;0,125;0,25;0,2916666666666667;0,0;0,0;11,25;0,0;4,25;0,08333333333333333;30,875;0,0;1,0;0,0;0,0;0,8333333333333334;0,125;4,0;22;6;2;59;24;0;46;6
7334.sol;Crowdsale;_updatePurchasingState;3;0,0;0,0;0,3333333333333333;0,0;0,0;0,0;0,0;2,0;0,3333333333333333;44,5;0,0;0,0;0,0;0,0;1,3333333333333333;0,0;5,0;0;2;1;86;0;0;8;0
7334.sol;Certifier;getUint;1;0,0;0,0;1,0;0,0;0,0;0,0;0,0;4,0;2,0;69,0;0,0;0,0;0,0;0,0;4,0;0,0;10,0;0;4;2;69;0;0;8;0
7334.sol;CappedCrowdsale;capReached;3;0,0;0,0;0,0;0,0;0,6666666666666666;6,0;0,0;2,6666666666666665;0,6666666666666666;27,666666666666668;0,0;0,6666666666666666;0,0;0,0;2,0;0,0;5,666666666666667;9;4;2;52;2;0;7;1
