Solidity-File;Contract-Name;Function-Name;SLOC;Avg-Assignment;Avg-blank-lines;Avg-commas;Avg-comments;Avg-comparisons;Avg-Identifiers-Length;Avg-conditionals;Avg-indentation-length;Avg-keywords;Avg-line-length;Avg-loops;Avg-number-of-identifiers;Avg-numbers;Avg-operators;Avg-parenthesis;Avg-periods;Avg-spaces;Max-Identifiers-Length;Max-indentation;Max-keywords;Max-line-length;Max-number-of-identifiers;Max-numbers;Max-char;Max-words
10559.sol;SafeMath;sub;4;0,0;0,0;0,25;0,0;0,5;2,0;0,0;3,0;0,5;27,25;0,0;1,25;0,0;0,25;2,0;0,0;6,5;6;4;2;70;5;0;9;2
10559.sol;HoldCrowdsale;();3;0,0;0,0;0,0;0,0;0,0;6,0;0,0;5,333333333333333;0,6666666666666666;23,0;0,0;0,6666666666666666;0,0;0,0;2,0;0,3333333333333333;6,666666666666667;9;8;2;34;2;0;6;1
10559.sol;StandardToken;transferFrom;11;0,36363636363636365;0,09090909090909091;0,36363636363636365;0,0;0,36363636363636365;5,6875;0,0;3,6;0,09090909090909091;43,6;0,0;2,909090909090909;0,18181818181818182;0,0;2,0;0,5454545454545454;5,636363636363637;8;4;1;91;32;2;36;7
10559.sol;HoldCrowdsale;HoldCrowdsale;20;0,1;0,0;0,8;0,0;0,0;13,3125;0,0;6,6;0,05;31,8;0,0;0,8;0,0;0,0;0,5;0,0;7,75;24;8;1;70;16;0;53;1
10559.sol;SafeMath;mul;8;0,125;0,0;0,125;0,0;0,5;1,5555555555555556;0,125;3,75;0,25;20,25;0,0;1,125;0,5;0,25;1,5;0,0;6,75;6;6;2;72;9;4;10;3
10559.sol;TokenTimelock;release;9;0,1111111111111111;0,2222222222222222;0,1111111111111111;0,0;0,3333333333333333;6,7;0,0;3,3333333333333335;0,1111111111111111;31,166666666666668;0,0;1,1111111111111112;0,2222222222222222;0,0;1,3333333333333333;0,3333333333333333;4,0;11;4;1;44;10;2;19;2
10559.sol;HoldCrowdsale;forwardFunds;3;0,0;0,0;0,0;0,0;0,0;4,5;0,0;5,333333333333333;0,3333333333333333;26,0;0,0;0,6666666666666666;0,0;0,0;2,0;0,6666666666666666;6,333333333333333;6;8;1;38;2;0;6;1
10559.sol;SafeMath;div;6;0,0;0,0;0,16666666666666666;0,0;0,0;1,0;0,0;2,6666666666666665;0,3333333333333333;30,0;0,0;0,3333333333333333;0,0;0,16666666666666666;1,0;0,0;5,833333333333333;1;4;2;70;2;0;9;1
10559.sol;StandardToken;increaseApproval;5;0,2;0,0;0,6;0,0;0,0;6,461538461538462;0,0;3,2;0,2;52,0;0,0;2,6;0,0;0,0;2,0;1,0;6,0;11;4;1;87;13;0;32;4
10559.sol;CappedCrowdsale;mint;9;0,1111111111111111;0,1111111111111111;0,3333333333333333;0,0;0,1111111111111111;8,066666666666666;0,0;7,0;0,1111111111111111;37,75;0,0;1,6666666666666667;0,4444444444444444;0,0;2,2222222222222223;0,2222222222222222;7,666666666666667;12;8;1;73;15;4;25;4
