Solidity-File;Contract-Name;Function-Name;SLOC;Avg-Assignment;Avg-blank-lines;Avg-commas;Avg-comments;Avg-comparisons;Avg-Identifiers-Length;Avg-conditionals;Avg-indentation-length;Avg-keywords;Avg-line-length;Avg-loops;Avg-number-of-identifiers;Avg-numbers;Avg-operators;Avg-parenthesis;Avg-periods;Avg-spaces;Max-Identifiers-Length;Max-indentation;Max-keywords;Max-line-length;Max-number-of-identifiers;Max-numbers;Max-char;Max-words
944.sol;SafeMath;sub;4;0,25;0,0;0,25;0,0;0,5;2,0;0,0;6,0;0,5;28,0;0,0;1,5;0,0;0,25;2,0;0,0;10,0;7;8;2;65;6;0;8;2
944.sol;VXR;transferFrom;6;0,16666666666666666;0,0;0,6666666666666666;0,0;0,3333333333333333;5,588235294117647;0,0;6,666666666666667;0,16666666666666666;49,666666666666664;0,0;2,8333333333333335;0,0;0,0;2,0;0,6666666666666666;9,833333333333334;13;8;1;110;17;0;25;4
944.sol;SafeMath;mul;4;0,25;0,0;0,25;0,0;1,0;1,75;0,0;6,0;0,5;31,5;0,0;2,0;0,5;0,5;2,0;0,0;11,5;7;8;2;65;8;2;8;3
944.sol;VXR;onlyAdmin;4;0,0;0,0;0,0;0,0;0,5;4,166666666666667;0,0;6,0;0,0;24,5;0,0;1,5;0,0;0,0;1,0;0,5;7,5;7;8;0;59;6;0;8;2
944.sol;Owned;acceptOwnership;5;0,4;0,0;0,2;0,0;0,0;9,0;0,0;6,4;0,2;32,0;0,0;1,4;0,4;0,0;1,6;0,0;8,4;20;8;1;51;7;2;16;3
944.sol;VXR;batchVipWithLock;5;0,2;0,0;0,8;0,0;0,2;6,7272727272727275;0,0;6,6;0,2;47,8;0,2;2,2;0,4;0,4;2,0;0,2;10,8;18;11;1;111;11;2;23;4
944.sol;Pausable;whenPaused;4;0,0;0,0;0,0;0,0;0,0;4,666666666666667;0,0;3,0;0,0;13,5;0,0;0,75;0,0;0,0;1,5;0,0;3,5;7;4;0;25;3;0;6;1
944.sol;SafeMath;div;4;0,25;0,0;0,25;0,0;0,25;2,2;0,0;6,0;0,5;27,75;0,0;1,25;0,5;0,25;2,0;0,0;10,0;7;8;2;65;5;2;8;2
944.sol;VXR;lock;4;0,25;0,0;0,5;0,0;0,0;9,375;0,0;6,0;0,25;43,5;0,0;2,0;0,0;0,0;1,5;0,0;9,0;13;8;1;84;8;0;14;2
944.sol;SafeMath;add;4;0,25;0,0;0,25;0,0;0,5;2,0;0,0;6,0;0,5;28,0;0,0;1,5;0,0;0,25;2,0;0,0;10,0;7;8;2;65;6;0;8;2
944.sol;VXR;sendInitialTokens;3;0,0;0,0;0,6666666666666666;0,0;0,0;6,5;0,0;5,333333333333333;0,3333333333333333;41,0;0,0;2,0;0,0;0,0;2,6666666666666665;0,3333333333333333;8,0;9;8;1;64;6;0;11;1
944.sol;VXR;batchLock;5;0,2;0,0;0,4;0,0;0,2;6,222222222222222;0,0;6,6;0,2;39,8;0,2;1,8;0,4;0,4;2,0;0,2;10,2;13;11;1;93;9;2;13;3
944.sol;VXR;sendTokensWithLock;7;0,14285714285714285;0,0;0,7142857142857143;0,0;0,0;7,6923076923076925;0,14285714285714285;8,0;0,14285714285714285;41,714285714285715;0,0;1,8571428571428572;0,0;0,14285714285714285;1,7142857142857142;0,14285714285714285;10,857142857142858;13;12;1;109;13;0;31;3
944.sol;VXR;totalSupply;3;0,0;0,0;0,0;0,0;0,0;12,0;0,0;5,333333333333333;0,6666666666666666;29,333333333333332;0,0;0,3333333333333333;0,0;0,0;2,0;0,0;7,666666666666667;12;8;2;55;1;0;8;1
944.sol;VXR;allowance;3;0,0;0,0;0,3333333333333333;0,0;0,0;9,25;0,0;5,333333333333333;0,6666666666666666;53,666666666666664;0,0;1,3333333333333333;0,0;0,0;2,0;0,0;9,333333333333334;13;8;2;112;4;0;18;1
944.sol;Pausable;pause;4;0,25;0,0;0,0;0,0;0,0;8,25;0,0;3,0;0,25;22,25;0,0;1,0;0,0;0,0;1,5;0,0;5,0;13;4;1;51;4;0;8;1
944.sol;VXR;batchAirdropWithLock;5;0,2;0,0;0,8;0,0;0,2;7,3;0,0;6,6;0,2;47,6;0,2;2,0;0,4;0,4;2,0;0,2;10,8;18;11;1;113;10;2;23;3
944.sol;VXR;transfer;4;0,0;0,0;0,75;0,0;0,0;6,6;0,0;6,5;0,25;40,25;0,0;1,25;0,0;0,0;2,0;0,25;9,75;13;9;1;92;5;0;13;1
944.sol;VXR;lockOf;3;0,0;0,0;0,0;0,0;0,0;9,0;0,0;5,333333333333333;0,6666666666666666;40,333333333333336;0,0;0,6666666666666666;0,0;0,0;2,0;0,0;8,333333333333334;10;8;2;80;2;0;11;1
944.sol;VXR;approve;5;0,2;0,0;0,6;0,0;0,0;6,888888888888889;0,0;6,4;0,2;44,2;0,0;1,8;0,0;0,0;1,6;0,4;9,6;13;8;1;97;9;0;23;2
944.sol;VXR;_transfer;9;0,4444444444444444;0,0;0,4444444444444444;0,0;0,4444444444444444;6,071428571428571;0,0;7,111111111111111;0,1111111111111111;56,111111111111114;0,0;3,111111111111111;0,4444444444444444;0,1111111111111111;2,0;0,2222222222222222;23,11111111111111;8;8;1;74;28;4;27;6
944.sol;Owned;transferOwnership;3;0,3333333333333333;0,0;0,0;0,0;0,0;8,666666666666666;0,0;5,333333333333333;0,3333333333333333;34,0;0,0;1,0;0,0;0,0;1,3333333333333333;0,0;7,666666666666667;9;8;1;68;3;0;12;1
944.sol;VXR;balanceOf;3;0,0;0,0;0,0;0,0;0,0;9,0;0,0;5,333333333333333;0,6666666666666666;40,0;0,0;0,6666666666666666;0,0;0,0;2,0;0,0;8,333333333333334;10;8;2;79;2;0;12;1
944.sol;Pausable;whenNotPaused;4;0,0;0,0;0,0;0,0;0,0;4,666666666666667;0,0;3,0;0,0;14,5;0,0;0,75;0,0;0,0;1,5;0,0;3,5;7;4;0;28;3;0;6;1
944.sol;Pausable;unpause;4;0,25;0,0;0,0;0,0;0,0;8,0;0,0;3,0;0,25;22,75;0,0;1,0;0,0;0,0;1,5;0,0;5,0;10;4;1;50;4;0;8;1
944.sol;VXR;batchLockArray;5;0,2;0,0;0,4;0,0;0,2;5,7;0,0;6,6;0,2;41,8;0,2;2,0;0,4;0,4;2,0;0,2;10,2;13;11;1;100;10;2;13;4
944.sol;VXR;setAdmin;3;0,3333333333333333;0,0;0,3333333333333333;0,0;0,0;7,0;0,0;5,333333333333333;0,3333333333333333;36,0;0,0;1,3333333333333333;0,0;0,0;1,3333333333333333;0,0;8,333333333333334;9;8;1;70;4;0;10;1
944.sol;Owned;onlyOwner;4;0,0;0,0;0,0;0,0;0,5;4,0;0,0;6,0;0,0;19,0;0,0;1,0;0,0;0,0;1,0;0,25;7,0;7;8;0;37;4;0;7;1
