Solidity-File;Contract-Name;Function-Name;SLOC;Avg-Assignment;Avg-blank-lines;Avg-commas;Avg-comments;Avg-comparisons;Avg-Identifiers-Length;Avg-conditionals;Avg-indentation-length;Avg-keywords;Avg-line-length;Avg-loops;Avg-number-of-identifiers;Avg-numbers;Avg-operators;Avg-parenthesis;Avg-periods;Avg-spaces;Max-Identifiers-Length;Max-indentation;Max-keywords;Max-line-length;Max-number-of-identifiers;Max-numbers;Max-char;Max-words
33447.sol;OrganizeFunds;setName;3;0,3333333333333333;0,0;0,0;0,0;0,0;6,0;0,0;2,6666666666666665;0,3333333333333333;23,666666666666668;0,0;1,0;0,0;0,0;1,3333333333333333;0,0;5,0;9;4;1;51;3;0;8;1
33447.sol;OrganizeFunds;();4;0,0;0,0;0,25;0,0;0,0;9,25;0,0;3,0;0,5;28,5;0,0;1,0;0,0;0,25;1,5;0,5;5,0;18;4;2;45;4;0;12;2
33447.sol;OrganizeFunds;unlockedOnly;4;0,0;0,0;0,0;0,0;0,0;5,333333333333333;0,0;3,0;0,0;14,25;0,0;0,75;0,0;0,0;1,0;0,0;3,5;8;4;0;25;3;0;5;1
33447.sol;OrganizeFunds;OrganizeFunds;3;0,3333333333333333;0,0;0,0;0,0;0,0;4,0;0,0;2,6666666666666665;0,3333333333333333;20,333333333333332;0,0;0,6666666666666666;0,0;0,0;1,3333333333333333;0,3333333333333333;4,333333333333333;5;4;1;35;2;0;6;1
33447.sol;OrganizeFunds;addActivityAccount;13;0,38461538461538464;0,0;0,15384615384615385;0,0;0,15384615384615385;12,25;0,07692307692307693;4,0;0,07692307692307693;39,30769230769231;0,0;1,5384615384615385;0,3076923076923077;0,15384615384615385;0,9230769230769231;0,38461538461538464;6,153846153846154;16;6;1;107;20;4;51;7
33447.sol;OrganizeFunds;ownerOnly;4;0,0;0,0;0,0;0,0;0,5;4,0;0,0;3,0;0,0;16,0;0,0;1,0;0,0;0,0;1,0;0,25;4,0;7;4;0;33;4;0;7;1
33447.sol;OrganizeFunds;getTotalPctx10;6;0,3333333333333333;0,0;0,0;0,0;0,16666666666666666;8,0;0,0;3,6666666666666665;0,3333333333333333;32,833333333333336;0,16666666666666666;1,1666666666666667;0,6666666666666666;0,5;1,6666666666666667;0,16666666666666666;7,0;16;6;2;72;7;4;25;3
33447.sol;OrganizeFunds;hariKari;3;0,0;0,0;0,0;0,0;0,0;9,5;0,0;2,6666666666666665;0,3333333333333333;26,666666666666668;0,0;1,3333333333333333;0,0;0,0;2,0;0,0;4,333333333333333;12;4;1;53;4;0;7;1
33447.sol;OrganizeFunds;lock;3;0,3333333333333333;0,0;0,0;0,0;0,0;8,5;0,0;2,6666666666666665;0,3333333333333333;19,666666666666668;0,0;0,6666666666666666;0,0;0,0;1,3333333333333333;0,0;4,666666666666667;9;4;1;36;2;0;4;1
33447.sol;OrganizeFunds;reset;7;0,5714285714285714;0,0;0,0;0,0;0,0;13,5;0,0;3,4285714285714284;0,14285714285714285;30,142857142857142;0,0;1,1428571428571428;0,8571428571428571;0,0;0,8571428571428571;0,14285714285714285;5,714285714285714;21;4;1;50;8;6;18;1
33447.sol;OrganizeFunds;distribute;24;0,20833333333333334;0,0;0,0;0,125;0,16666666666666666;8,4;0,08333333333333333;5,0476190476190474;0,041666666666666664;29,047619047619047;0,041666666666666664;1,25;0,16666666666666666;0,3333333333333333;0,8333333333333334;0,25;6,375;21;8;1;59;30;4;81;8
33447.sol;OrganizeFunds;setWitdrawGas;4;0,25;0,0;0,25;0,0;0,0;11,333333333333334;0,0;3,0;0,25;41,75;0,0;1,5;0,0;0,0;1,5;0,0;6,0;13;4;1;78;6;0;13;2
33447.sol;OrganizeFunds;getActivityAccountInfo;13;0,5384615384615384;0,0;0,3076923076923077;0,0;0,23076923076923078;6,809523809523809;0,07692307692307693;6,0;0,15384615384615385;37,84615384615385;0,07692307692307693;1,6153846153846154;0,15384615384615385;0,15384615384615385;1,0769230769230769;0,38461538461538464;9,23076923076923;16;8;2;144;21;2;39;8
33447.sol;OrganizeFunds;withdraw;19;0,2631578947368421;0,0;0,0;0,05263157894736842;0,3157894736842105;7,72;0,15789473684210525;7,888888888888889;0,05263157894736842;32,888888888888886;0,05263157894736842;1,3157894736842106;0,3157894736842105;0,21052631578947367;1,4736842105263157;0,47368421052631576;9,789473684210526;19;12;1;60;25;6;35;6
