Solidity-File;Contract-Name;Function-Name;SLOC;Avg-Assignment;Avg-blank-lines;Avg-commas;Avg-comments;Avg-comparisons;Avg-Identifiers-Length;Avg-conditionals;Avg-indentation-length;Avg-keywords;Avg-line-length;Avg-loops;Avg-number-of-identifiers;Avg-numbers;Avg-operators;Avg-parenthesis;Avg-periods;Avg-spaces;Max-Identifiers-Length;Max-indentation;Max-keywords;Max-line-length;Max-number-of-identifiers;Max-numbers;Max-char;Max-words
33464.sol;Vault;init;6;0,5;0,0;0,0;0,0;0,0;5,833333333333333;0,0;6,666666666666667;0,3333333333333333;23,0;0,0;1,0;0,3333333333333333;0,0;1,0;0,3333333333333333;8,5;10;8;2;34;6;2;11;1
33464.sol;Vault;();1;0,0;0,0;0,0;0,0;0,0;7,0;0,0;4,0;2,0;44,0;0,0;1,0;0,0;0,0;6,0;0,0;9,0;7;4;2;44;1;0;3;1
33464.sol;TokenVault;withdrawTokenTo;3;0,0;0,0;1,3333333333333333;0,0;0,0;5,5;0,0;5,333333333333333;0,3333333333333333;55,0;0,0;1,3333333333333333;0,6666666666666666;0,0;3,3333333333333335;0,3333333333333333;10,0;9;8;1;102;4;2;12;1
33464.sol;Vault;WithdrawEnabled;1;0,0;0,0;0,0;0,0;3,0;3,6666666666666665;0,0;4,0;2,0;97,0;0,0;3,0;2,0;0,0;6,0;0,0;19,0;4;4;2;97;3;2;8;2
33464.sol;Vault;ReleaseDate;1;0,0;0,0;0,0;0,0;0,0;4,0;0,0;4,0;2,0;74,0;0,0;1,0;0,0;0,0;6,0;0,0;13,0;4;4;2;74;1;0;8;1
33464.sol;Vault;kill;1;0,0;0,0;0,0;0,0;2,0;7,0;0,0;4,0;1,0;79,0;0,0;4,0;2,0;0,0;8,0;1,0;12,0;12;4;1;79;4;2;6;1
33464.sol;Vault;getOwner;1;0,0;0,0;0,0;0,0;0,0;5,0;0,0;4,0;2,0;77,0;0,0;1,0;0,0;0,0;6,0;0,0;13,0;5;4;2;77;1;0;9;1
33464.sol;Vault;MinimumDeposit;1;0,0;0,0;0,0;0,0;0,0;10,0;0,0;4,0;2,0;83,0;0,0;1,0;0,0;0,0;6,0;0,0;13,0;10;4;2;83;1;0;9;1
33464.sol;Ownable;transferOwnership;1;1,0;0,0;0,0;0,0;0,0;5,333333333333333;0,0;4,0;1,0;75,0;0,0;3,0;0,0;0,0;4,0;0,0;13,0;9;4;1;75;3;0;7;1
33464.sol;Vault;deposit;7;0,0;0,0;0,14285714285714285;0,0;0,42857142857142855;5,222222222222222;0,2857142857142857;9,142857142857142;0,2857142857142857;31,428571428571427;0,0;1,2857142857142858;0,2857142857142857;0,14285714285714285;2,0;0,8571428571428571;11,142857142857142;14;16;2;50;9;2;13;6
33464.sol;Vault;lock;1;1,0;0,0;0,0;0,0;0,0;6,0;0,0;4,0;1,0;60,0;0,0;1,0;0,0;0,0;4,0;0,0;13,0;6;4;1;60;1;0;4;1
33464.sol;Vault;setRelease;4;0,25;0,0;0,0;0,0;0,0;5,75;0,0;6,0;0,25;24,5;0,0;1,0;0,0;0,0;1,5;0,0;7,75;8;8;1;47;4;0;12;2
33464.sol;Ownable;onlyOwner;1;0,0;0,0;0,0;0,0;2,0;3,0;1,0;4,0;0,0;54,0;0,0;3,0;0,0;0,0;4,0;1,0;12,0;5;4;0;54;3;0;5;1
33464.sol;Vault;open;1;1,0;0,0;0,0;0,0;0,0;3,75;1,0;4,0;0,0;57,0;0,0;4,0;0,0;0,0;4,0;1,0;13,0;6;4;0;57;4;0;6;1
33464.sol;Vault;withdraw;9;0,1111111111111111;0,0;0,2222222222222222;0,0;0,3333333333333333;6,083333333333333;0,2222222222222222;10,222222222222221;0,1111111111111111;31,77777777777778;0,0;1,3333333333333333;0,2222222222222222;0,0;2,0;0,2222222222222222;12,555555555555555;15;16;1;65;12;2;15;3
