Solidity-File;Contract-Name;Function-Name;SLOC;Avg-Assignment;Avg-blank-lines;Avg-commas;Avg-comments;Avg-comparisons;Avg-Identifiers-Length;Avg-conditionals;Avg-indentation-length;Avg-keywords;Avg-line-length;Avg-loops;Avg-number-of-identifiers;Avg-numbers;Avg-operators;Avg-parenthesis;Avg-periods;Avg-spaces;Max-Identifiers-Length;Max-indentation;Max-keywords;Max-line-length;Max-number-of-identifiers;Max-numbers;Max-char;Max-words
2963.sol;IMDEXDexchange;();3;0,0;0,0;0,0;0,0;0,0;6,0;0,0;2,6666666666666665;0,3333333333333333;13,0;0,0;0,3333333333333333;0,0;0,0;2,0;0,0;3,3333333333333335;6;4;1;23;1;0;4;1
2963.sol;IMDEX;transferFrom;1;0,0;0,0;2,0;0,0;0,0;0,0;0,0;4,0;1,0;100,0;0,0;0,0;0,0;0,0;4,0;0,0;14,0;0;4;1;100;0;0;9;0
2963.sol;IMDEXDexchange;IMDEXinvalidateOrdersBefore;4;0,25;0,0;0,25;0,0;0,25;7,25;0,0;3,0;0,25;40,0;0,0;2,0;0,0;0,0;1,5;0,0;5,75;12;4;1;86;8;0;15;2
2963.sol;SafeMath;safeMul;8;0,125;0,0;0,125;0,0;0,5;1,5555555555555556;0,125;4,0;0,25;21,0;0,0;1,125;0,5;0,25;1,5;0,0;7,0;6;6;2;78;9;4;10;3
2963.sol;IMDEXDexchange;onlyAdmin;4;0,0;0,0;0,0;0,0;0,5;4,166666666666667;0,0;2,75;0,0;21,25;0,0;1,5;0,0;0,0;1,0;0,5;4,25;7;4;0;54;6;0;8;2
2963.sol;SafeMath;safeAdd;5;0,2;0,0;0,2;0,0;0,4;1,7142857142857142;0,0;3,2;0,4;25,0;0,0;1,4;0,0;0,2;1,6;0,0;6,6;6;4;2;76;7;0;9;3
2963.sol;SafeMath;safeSub;4;0,0;0,0;0,25;0,0;0,5;2,0;0,0;3,0;0,5;28,25;0,0;1,25;0,0;0,25;2,0;0,0;6,5;6;4;2;74;5;0;9;2
2963.sol;IMDEXDexchange;IMDEXsetInactivityReleasePeriod;5;0,2;0,0;0,0;0,0;0,2;10,2;0,0;3,2;0,2;37,2;0,0;1,0;0,4;0,0;1,6;0,0;5,8;23;4;1;100;5;2;18;2
2963.sol;IMDEXDexchange;IMDEXsetAdmin;3;0,3333333333333333;0,0;0,3333333333333333;0,0;0,0;6,75;0,0;2,6666666666666665;0,3333333333333333;34,333333333333336;0,0;1,3333333333333333;0,0;0,0;1,3333333333333333;0,0;5,666666666666667;9;4;1;72;4;0;10;1
2963.sol;IMDEX;transfer;1;0,0;0,0;1,0;0,0;0,0;0,0;0,0;4,0;1,0;80,0;0,0;0,0;0,0;0,0;4,0;0,0;11,0;0;4;1;80;0;0;7;0
2963.sol;IMDEXDexchange;IMDEXwithdrawToken;11;0,09090909090909091;0,0;0,6363636363636364;0,0;0,36363636363636365;6,176470588235294;0,09090909090909091;4,0;0,09090909090909091;46,90909090909091;0,0;3,090909090909091;0,18181818181818182;0,0;2,909090909090909;1,0;6,454545454545454;23;6;1;96;34;2;51;8
2963.sol;IMDEX;approve;1;0,0;0,0;1,0;0,0;0,0;0,0;0,0;4,0;1,0;85,0;0,0;0,0;0,0;0,0;4,0;0,0;12,0;0;4;1;85;0;0;7;0
2963.sol;IMDEXDexchange;IMDEXadminWithdraw;14;0,35714285714285715;0,0;0,7857142857142857;0,0;0,2857142857142857;6,729166666666667;0,14285714285714285;4,0;0,07142857142857142;50,57142857142857;0,0;3,4285714285714284;0,8571428571428571;0,21428571428571427;2,7142857142857144;0,21428571428571427;7,928571428571429;21;6;1;131;48;12;66;9
2963.sol;IMDEXDexchange;IMDEXtrade;17;0,5882352941176471;0,0;0,8823529411764706;0,0;0,29411764705882354;3,956989247311828;0,11764705882352941;3,7333333333333334;0,058823529411764705;66,06666666666666;0,0;5,470588235294118;7,529411764705882;0,5882352941176471;3,6470588235294117;0,11764705882352941;9,0;21;4;1;122;93;128;85;27
2963.sol;IMDEXDexchange;IMDEXsetOwner;4;0,25;0,0;0,25;0,0;0,0;7,166666666666667;0,0;3,0;0,25;29,75;0,0;1,5;0,0;0,0;1,5;0,0;5,0;9;4;1;60;6;0;15;2
2963.sol;IMDEX;approveAndCall;1;0,0;0,0;2,0;0,0;0,0;0,0;0,0;4,0;1,0;110,0;0,0;0,0;0,0;0,0;4,0;0,0;14,0;0;4;1;110;0;0;9;0
2963.sol;SafeMath;safeDiv;6;0,0;0,0;0,16666666666666666;0,0;0,0;1,0;0,0;2,6666666666666665;0,3333333333333333;31,333333333333332;0,0;0,3333333333333333;0,0;0,16666666666666666;1,0;0,0;5,833333333333333;1;4;2;74;2;0;9;1
2963.sol;IMDEXDexchange;balanceOf;3;0,0;0,0;0,3333333333333333;0,0;0,0;5,0;0,0;2,6666666666666665;0,6666666666666666;39,666666666666664;0,0;1,0;0,0;0,0;2,0;0,0;6,0;6;4;2;85;3;0;11;1
2963.sol;IMDEXDexchange;onlyOwner;4;0,0;0,0;0,0;0,0;0,5;4,0;0,0;3,0;0,0;16,0;0,0;1,0;0,0;0,0;1,0;0,25;4,0;7;4;0;33;4;0;7;1
2963.sol;IMDEXDexchange;IMDEXdepositToken;6;0,3333333333333333;0,0;1,1666666666666667;0,0;0,0;5,625;0,0;3,3333333333333335;0,16666666666666666;55,833333333333336;0,0;4,0;0,0;0,0;2,3333333333333335;1,3333333333333333;6,166666666666667;21;4;1;75;24;0;32;6
2963.sol;IMDEXDexchange;IMDEXdeposit;5;0,4;0,0;0,8;0,0;0,0;5,642857142857143;0,0;3,2;0,4;54,0;0,0;2,8;1,6;0,0;3,2;1,6;5,8;21;4;2;88;14;8;28;7
