Solidity-File;Contract-Name;Function-Name;SLOC;Avg-Assignment;Avg-blank-lines;Avg-commas;Avg-comments;Avg-comparisons;Avg-Identifiers-Length;Avg-conditionals;Avg-indentation-length;Avg-keywords;Avg-line-length;Avg-loops;Avg-number-of-identifiers;Avg-numbers;Avg-operators;Avg-parenthesis;Avg-periods;Avg-spaces;Max-Identifiers-Length;Max-indentation;Max-keywords;Max-line-length;Max-number-of-identifiers;Max-numbers;Max-char;Max-words
7628.sol;SafeMath;sub;4;0,0;0,0;0,25;0,0;0,5;2,0;0,0;3,0;0,5;27,25;0,0;1,25;0,0;0,25;2,0;0,0;6,5;6;4;2;70;5;0;9;2
7628.sol;Registry;();13;0,3076923076923077;0,0;0,8461538461538461;0,0;0,0;6,782608695652174;0,0;9,846153846153847;0,15384615384615385;34,07692307692308;0,0;1,7692307692307692;0,46153846153846156;0,0;1,6923076923076923;0,0;12,692307692307692;14;12;2;76;23;6;29;6
7628.sol;SafeMath;mul;8;0,125;0,0;0,125;0,0;0,5;1,625;0,125;3,75;0,25;21,0;0,0;1,0;0,5;0,25;1,5;0,0;6,75;6;6;2;70;8;4;11;3
7628.sol;Roles;revokeInitiator;8;0,25;0,0;0,0;0,0;0,0;12,090909090909092;0,0;1,25;0,125;31,5;0,0;1,375;0,25;0,25;1,5;0,0;3,25;16;2;1;70;11;2;34;4
7628.sol;FKXIdentitiesV1;getQtyValidators;4;0,0;0,0;0,0;0,0;0,0;13,0;0,0;0,5;0,5;21,25;0,0;0,25;0,0;0,0;1,5;0,0;2,5;13;2;2;58;1;0;11;1
7628.sol;Roles;onlyCanary;4;0,0;0,0;0,0;0,0;0,5;4,25;0,0;6,0;0,0;20,0;0,0;1,0;0,0;0,0;1,0;0,25;7,5;7;8;0;40;4;0;6;1
7628.sol;FKXIdentitiesV1;getOneByOneRootHash;5;0,0;0,0;0,0;0,0;0,4;12,0;0,0;0,8;0,4;36,2;0,0;1,0;0,4;0,2;2,4;0,0;4,2;24;2;2;86;5;2;16;2
7628.sol;SafeMath;div;6;0,16666666666666666;0,0;0,16666666666666666;0,0;0,0;1,0;0,0;3,0;0,3333333333333333;27,0;0,0;0,5;0,0;0,16666666666666666;1,0;0,0;6,166666666666667;1;4;2;70;3;0;10;1
7628.sol;Roles;addValidator;9;0,2222222222222222;0,0;0,0;0,0;0,0;12,23076923076923;0,0;1,3333333333333333;0,1111111111111111;32,22222222222222;0,0;1,4444444444444444;0,2222222222222222;0,2222222222222222;1,5555555555555556;0,1111111111111111;3,6666666666666665;14;2;1;68;13;2;34;5
7628.sol;Roles;revokeValidator;14;0,2857142857142857;0,0;0,0;0,0;0,21428571428571427;10,105263157894736;0,07142857142857142;2,6923076923076925;0,07142857142857142;30,53846153846154;0,07142857142857142;1,3571428571428572;0,42857142857142855;0,2857142857142857;1,4285714285714286;0,0;5,214285714285714;16;9;1;70;19;6;34;5
7628.sol;Roles;onlyValidators;4;0,0;0,0;0,0;0,0;0,0;5,25;0,0;6,0;0,0;21,5;0,0;1,0;0,0;0,0;1,0;0,25;7,0;10;8;0;42;4;0;6;1
7628.sol;Roles;transferCanaryOwnership;6;0,3333333333333333;0,0;0,16666666666666666;0,0;0,0;10,375;0,0;1,0;0,16666666666666666;31,0;0,0;1,3333333333333333;0,3333333333333333;0,0;1,6666666666666667;0,0;3,6666666666666665;26;2;1;73;8;2;20;3
7628.sol;FKXIdentitiesV1;getStatusForRootHash;12;0,08333333333333333;0,08333333333333333;0,0;0,0;0,16666666666666666;13,666666666666666;0,08333333333333333;1,1111111111111112;0,16666666666666666;26,333333333333332;0,0;0,25;0,16666666666666666;0,0;1,1666666666666667;0,08333333333333333;3,75;19;4;2;79;3;2;25;1
7628.sol;Roles;onlySuperAdmin;4;0,0;0,0;0,0;0,0;0,5;5,25;0,0;6,0;0,0;22,0;0,0;1,0;0,0;0,0;1,0;0,25;7,5;10;8;0;44;4;0;7;1
7628.sol;FKXIdentitiesV1;vote;48;0,08333333333333333;0,1875;0,0625;0,0;0,10416666666666667;9,30232558139535;0,0625;4,2592592592592595;0,020833333333333332;35,407407407407405;0,0;0,8958333333333334;0,20833333333333334;0,125;0,7083333333333334;0,375;4,583333333333333;19;10;1;72;43;10;88;15
7628.sol;FKXIdentitiesV1;getTotalQtyIpfsAddresses;4;0,0;0,0;0,0;0,0;0,0;17,0;0,0;0,5;0,5;26,25;0,0;0,25;0,0;0,0;1,5;0,25;2,75;17;2;2;66;1;0;11;1
7628.sol;SafeMath;add;5;0,2;0,0;0,2;0,0;0,4;1,8333333333333333;0,0;3,2;0,4;25,4;0,0;1,2;0,0;0,2;1,6;0,0;6,6;6;4;2;70;6;0;10;2
7628.sol;FKXIdentitiesV1;getTimestampProposal;4;0,0;0,0;0,0;0,0;0,0;9,0;0,0;0,5;0,5;33,75;0,0;0,5;0,0;0,0;1,5;0,25;3,25;9;2;2;91;2;0;15;1
7628.sol;FKXIdentitiesV1;isConsensusObtained;10;0,1;0,2;0,0;0,0;0,2;13,2;0,0;0,5;0,2;37,0;0,0;0,5;0,6;0,2;1,0;0,0;3,3;22;1;2;88;5;6;24;2
7628.sol;Registry;setLogicContract;4;0,25;0,0;0,0;0,0;0,0;10,0;0,0;6,0;0,25;35,0;0,0;0,75;0,0;0,0;1,5;0,0;8,5;14;8;1;87;3;0;11;1
